Total de Rebotes,Total de Rebotes Ofensivos,Total de Rebotes Defensivos,Total de Pontos,Total de Cestas de 2 Pontos,Total de Cestas de 3 Pontos,Total de Lance Livre
44.0,8.5,35.5,114.3,27.4,14.4,16.2
